CARRETERA,count
CAMINO 090,1
A40,1
CAMINO 030,1
ROTONDA,1
CAMINO 200,1
T-332-1,1
RM-E16,1
TO-1275,1
CM-9422,1
RM-F39,1
CM4004,1
CV-6802,1
CV-667,1
BICI N337,1
CV-346,1
N--332A,1
CAMINO LOS,1
CV-657,1
CV EL BAYO,1
TIZON,1
CHERA-BENA,1
CV ARCHIVE,1
CV3232,1
PEDRENALS,1
CV-439,1
CV-479,1
CV5741,1
LOS NIETOS,1
CAMINO AYA,1
Cº. EL PLA,1
CNO LLIRIA,1
MA-3201,1
MA-7176,1
CAMINO ANT,1
CR-0251,1
CHE-1428,1
A2 A A-120,1
Z40,1
M-228,1
A120KM3.7,1
CNO GARRAP,1
M626,1
M637,1
A-350R1,1
CARACOL,1
M-227,1
CP-011,1
CV-965,1
M503,1
M 137,1
"EJE 2 , A-",1
AHORNOS,1
M625,1
VP-8004,1
A-4624,1
A-3022,1
A-3310,1
A-4616,1
M629,1
A-4012,1
A-3634,1
A-3016,1
A-4906,1
CV-0,1
A-3616,1
GC-5,1
M-548,1
M-325,1
AC-197,1
SON VELL,1
M607,1
M-128,1
CMNO  CADR,1
A121,1
BI-3104,1
MA-8400,1
BI-4615,1
BI-3726,1
BI-4223,1
BI-3338,1
BI-3111,1
CHS-N,1
BI-3950,1
A-2507,1
BI-3723,1
VP-5006,1
VP-6604,1
CAM. TELLO,1
VP-4013,1
VP-9803,1
CANIL1,1
BI-4531,1
BI-4703,1
A369,1
ZA-311,1
ZA-P-2661,1
M-942A,1
ZA-L-2429,1
N-103 CAMI,1
M-952,1
S/DEN,1
ZAL 2323,1
A-7284,1
MA-4401,1
ZA-P-2551,1
A-7200R1,1
ZA-P-2641,1
ZA-602,1
CAM. RURAL,1
MA4109,1
BAV6451,1
CHG-N°1,1
CGH-051,1
CV-1526,1
A 431,1
CV-1355,1
CO-8204,1
CO-6222,1
CV1518,1
CV-143,1
CV-1506,1
CV-1083,1
CV-1070,1
CV-1517,1
CM-1052,1
CM-1009,1
GU-185,1
CM-2111,1
GU-CV-111,1
GU-145,1
CTRA CAMPI,1
CV-1564,1
CM-2053,1
CV-1560,1
CV-1559,1
CO-3100,1
N437,1
CV-1331,1
A3127,1
GR-9109,1
GR-8100,1
A-325R1,1
VÍA PRIVAD,1
CV-1531,1
GR-6103,1
CV-1561,1
GR-9023,1
CV1198,1
CV-1566,1
A-3277,1
GU-195,1
GU-CR10,1
CALZ. ROM,1
CV 67,1
CR-5131,1
CR-710,1
CV-164,1
HU-3103,1
CM-3167,1
CR-4142,1
HU-9114,1
CM-4172,1
HU-8126,1
CM-4111a,1
CV95,1
CNO.VINARO,1
CAMINO RIO,1
HU-6100,1
POL 16,1
CV150,1
CR-633,1
CV75,1
CAMINO RÍO,1
CV-150,1
GI-3112,1
GI-3031,1
AP-8-64,1
GI-3351,1
GI-636-9,1
GI-3593,1
GI-20-0,1
GI-20-10,1
HR4100,1
CV-163,1
GI-2130-A,1
GI-4721,1
N-634-4,1
GI-4752,1
GI-3881,1
CV70,1
CO3101,1
CV-1563,1
CV1304,1
DP-2205,1
DP2308,1
AC-442,1
DP-3502,1
LC0000,1
DP-3204,1
AC441,1
DP-9304,1
CM211,1
DP-3501,1
CU-V-7124,1
CV-1604-47,1
AC-400 A C,1
CU-1604-71,1
CM-9223,1
LC-0000,1
CV-1604-16,1
CIRCES-LG,1
TORDOIA,1
CV-1558,1
PISTA SDN,1
DP-5502,1
CL8476458,1
SDN LOURO-,1
LOCAL GRAD,1
DP-6707,1
DP7306,1
SERANTES,1
SAN FINS A,1
LOCAL SANT,1
D-7301,1
DP-7503,1
LAXE,1
DP-7507,1
SDN TRABA-,1
DP 2904,1
LC S/D AYT,1
CV1600-109,1
CV-1603-38,1
CUV-7032,1
CO-9085,1
CO-3205,1
CP-338,1
GI-663,1
C-250z,1
CO-8209,1
A339,1
CO-6413,1
CV-1044,1
GI-8541,1
C01,1
CO-A-1371,1
CO-4208,1
CV-1527,1
CO-6221,1
CV-1565,1
CV-1522,1
GI-8562,1
S. ROSARIO,1
CP-193,1
C-31a,1
VEC.DP2104,1
GI-8594,1
DP-1701,1
GI-8593,1
AC432,1
GI-671,1
GIV-6227,1
LOCAL 010,1
GI-7445,1
GI-624,1
DP-1004,1
POLÍGONO,1
LOCAL ARZU,1
GIV-5044,1
SD MIRON /,1
CAMÍ DE BE,1
Cº RAC,1
CV72,1
VVA001,1
BU-701,1
BU-V-6424,1
N-321.A,1
BU-V-5023,1
BU-V-2031,1
JV-6035,1
A-312a,1
B-113,1
RUTA 11,1
BV-5207,1
BV-2154,1
N-323A,1
N-141b,1
JA-7106,1
BV-2251,1
JA-9112,1
BU-V-8205,1
BU-404,1
CC-148,1
BU-V-6279,1
CC-106,1
CHARCON,1
C.REAL SO,1
BU-V-5433,1
C-6318,1
BU-V-9004,1
A-6305,1
BU-V-1134,1
BU-P-7203,1
BU-V-4048,1
BU-V-9204,1
JA-4101,1
PAN,1
PP-6112,1
BU-V-4047,1
BU-V-9232,1
C-325,1
C-241c,1
BV-1249,1
LE-2703,1
Ma-3320a,1
CAMI DES P,1
SONPAPARRA,1
LA VALL,1
JA-4110,1
J-9013,1
TURQUETA,1
SA TARRASA,1
Ma-4031,1
SON BLAI,1
Ma-1012,1
BOMBARDA,1
LE-3612,1
CCTORTA,1
LE-6205,1
ALAIOR-SON,1
PARRIZOSO,1
SON AMER,1
A6103,1
ETERTERT,1
Ma-11B,1
POUET,1
POU LLEO,1
CAS RAMONS,1
CV STA EUL,1
BELLMUNT,1
SAN CARLOS,1
LAS DALIAS,1
Ma-15F,1
CVSL,1
Ma-3222,1
CALA MOLI,1
EI-CV-60,1
JF-3145,1
CVSV,1
CC-130,1
CC-87,1
CV-1620,1
CAMINO BEN,1
Cº CERVERA,1
CNO. VIEJO,1
HU-9013,1
CV-2204,1
A132,1
PALANGOSAS,1
SC-22089,1
SC H08,1
CV64,1
CR-10,1
Cº SANT PE,1
A1241,1
CV129,1
A-1216,1
PISTA TIER,1
HU-V-8611,1
CV1850,1
CV-1486,1
C.G. Nº 7,1
CV 73,1
CNO BOV,1
CV108,1
HU-7009,1
CV89,1
CAMINO N34,1
CV94,1
HU-8109,1
CV-193,1
CV17,1
CNO. CERVE,1
CV-125,1
CV-112,1
CNO RIO,1
FONT ROCA,1
CV76,1
CV-87,1
CA-5201,1
TAVIZNA,1
CA-9119,1
CC-052,1
CHT VEGAVI,1
CC-15.2,1
CC-20.1,1
C. CORNEJA,1
CG Nº 8,1
A-6106,1
C. G. Nº1,1
CC-18.2,1
C-136,1
CC-101,1
C.G. Nº1,1
CHT MOHEDA,1
JV-2334,1
CC-57.2,1
CC-11.8,1
CC-30,1
C.H.T. MOA,1
RUBIALES,1
CA-9105,1
C-440A,1
HU-V-3144,1
VALCABRERA,1
CA-9205,1
CA-9027 (C,1
MARQUESA,1
A-1220,1
CA1,1
PANDURA,1
C. SOLANO,1
JA-4300,1
JV-2235,1
A-6200,1
CA3200,1
A2003,1
ACCESONORT,1
CS-T-1-4,1
S-II-T5-2-,1
CAMINO 141,1
RM-C18,1
GORGUEL,1
RM-E18,1
C. MAYALDE,1
DSA-235,1
CVCOBATICA,1
C.S. XVII,1
DSA-243,1
CMSD-18,1
CºSERVICIO,1
472-CV,1
CBC-002,1
RM-510,1
ALMENDRICO,1
CV-ALHAMA,1
CV-AGUILAS,1
RM-D15,1
CP001,1
CS,1
MA-224,1
CS TII-3-3,1
PTE. ALTO,1
DSA-563,1
CAMINO PAR,1
RM-430,1
RM-A16,1
DSA-370,1
T-602,1
CV-486,1
DSA-461,1
DSA-212,1
T-517,1
CMSD-21,1
MÉDICOS,1
SIFON XIV,1
SIFÓN XVII,1
CSXVI,1
RM-A7,1
DSA-460,1
OU-412,1
TF463,1
MA-3402,1
M-324,1
TF64,1
M510,1
M115,1
A-2 C.S,1
A-1 SALIDA,1
TF465,1
A-7286,1
ENLACE DE,1
A-2 V.S,1
A6,1
TF-616,1
TF-525,1
SALIDA 5B,1
"A-2, V.S.",1
MA-3107,1
HI-500,1
LOS IBEROS,1
TF-1 CAMBI,1
TF1 CS,1
MA-5116,1
A-7250,1
MA-3400,1
ENTRERRIOS,1
A-357R3,1
MA-3104,1
MA-7300,1
MA-7306,1
TF523,1
MA-3108,1
CRTA. LAS,1
TF66,1
TF-1CS,1
A-355A,1
A-7275,1
N-501a,1
SA-800,1
CNO. TOYOS,1
PO-431,1
S/D PO,1
NA-2327,1
EP-9214,1
CG-46,1
EP-1101,1
NA-8411,1
NA6220,1
NA-7210,1
NA-7500,1
NA8104,1
PO/SST 360,1
NA-4251,1
NA-2011,1
CAMINO S.,1
NA-7400,1
BERROA,1
NA-7320,1
SC-PO MATO,1
CM-SD,1
OUP0000(OU,1
OU-0107,1
OU-0000,1
OU-1211,1
OU-0214,1
EP-7019,1
OU-0417,1
ORP0000,1
OU0802,1
OU-0525,1
EP-2108,1
EP-2305,1
OU-302,1
OU-0415,1
OU-0852,1
OU-0524,1
EP-9102,1
LOCAL ACCE,1
NA-7512,1
SC-3603,1
CV-MANZANA,1
RM-B22,1
RM-322,1
CV-50-LORC,1
CAMINO PUE,1
CV01,1
C.V. LORCA,1
CVELOPACHE,1
CTA. MACET,1
EP-2405,1
PO-211,1
C VERA,1
CV VELOPAC,1
PR STMAIOR,1
VC1,1
CNNO. VECI,1
LORCA - 50,1
477-CV,1
T-415,1
RM-532,1
RM-F19,1
PISTA S/N,1
RM-A26,1
CV-50 T,1
C.S.JAVIER,1
T-F12,1
CS RM-F14,1
C.S. TRASV,1
RM-E7,1
RN-340,1
EP-0602,1
EP-0604,1
PO-SC00000,1
SC-PO0003,1
EP-4103,1
L.BANDEIRA,1
M21,1
T-5,1
RE-4,1
JA-3101,1
LE-5204,1
CV-089,1
LE-5630,1
LE-7608,1
LE-6419,1
LE-3517,1
LE-6621,1
JA-3206,1
CP-093,1
A392,1
VALLEVERDE,1
JA-3403,1
A360,1
CHG-BG-12,1
LA VERA,1
SE-4105,1
LE-2711,1
LE-2604,1
LE-7612,1
LE-5632,1
LE-3513,1
LE-5522,1
SG-V-3412,1
LE-6511,1
LE-6318,1
SG-2323,1
LE-5631,1
SG-V-2412,1
CV-092,1
LE-5318,1
LE-6443,1
LE-4501,1
SG-V-2223,1
LE-6309,1
LE-7505,1
LE-4433,1
JV-2131,1
ANTIGU NIV,1
LA COLONIA,1
MOLUNA,1
HU-910,1
SE-8101,1
AV CAMPIÑA,1
SE 9020,1
A-1228,1
ESCUELAS,1
SE-5201,1
A8060,1
JA-5105,1
SE-8205,1
A-2203,1
MAJARAVIQU,1
CV84,1
HU9013,1
HU-9400,1
C-421,1
RECIINTO,1
CAMINO C.P,1
CAMI. VECI,1
HU-V-8112,1
SE-195,1
EL VERGAO,1
JA-9101,1
SE-9022,1
A8076,1
CBJ1,1
A 8151,1
JA-4106,1
J-240,1
JA-5300,1
JA4302,1
A-2209,1
A-2221,1
CAMINO EST,1
A-2223,1
LE-4213,1
CL621,1
A-4 V.S.,1
CA-875,1
LU-P-5819,1
CV-SAMANO,1
SV-5805,1
CA-421,1
CA-810,1
CA-276,1
CA-407,1
LU-P-5713,1
CA-918,1
LU-P-4802,1
LU-P-5206,1
MACHUCOS,1
CA-619,1
LLERANA- A,1
P.F. GR77,1
CA-851,1
CA-310,1
CA-258,1
LE-5713,1
A-2 CAMBIO,1
M-852,1
LP-401,1
M118,1
M-111 (ANT,1
TF-136,1
TF-1VE,1
TF13,1
HI-550,1
LP-2052,1
A-2 CS,1
A-2 VS,1
HI-5,1
BARRANCO V,1
LU-P-6613,1
LU-P-6510,1
LU-P-5906,1
LU-P-4706,1
CA-605,1
LU-P-4705,1
SG-V-6125,1
SGS/N,1
LU-P-1001,1
LU-P-0709,1
LU-P-0611,1
LU-04.05,1
LU-P-0302,1
LR-304,1
LR-286,1
SG-V-2331,1
LR-493,1
LV-1005,1
LV-3027,1
SG-V-3219,1
LV-9123,1
LV-3201,1
LE-511,1
LU-P-1115,1
LU-P-1608,1
LU-P-1807,1
LU-P-1802,1
S/D LAGOA,1
LU-P-1304,1
N-120A,1
CL-601(a),1
LU-P-000,1
LU-P-3203,1
LU-P-3003,1
CV-063,1
BENIGNO QU,1
LU-P-2102,1
LU-P-2009,1
LU-018-130,1
SG-V-3431,1
LU-P-1303,1
LU S/N 00,1
OU-0409,1
EP-7006,1
CAMINO 201,1
OU-0110,1
A-8068R3,1
SE-V-001,1
OU-1151,1
SE-9208,1
SE-8152,1
SE-8105,1
OU-0111,1
N-IV-A,1
OU P 000,1
SE-6201,1
SE-538,1
OU-112,1
SG-V-9322,1
CV-058,1
SG-V-7140,1
OU-1012,1
SE-6200,1
MONTELLANO,1
OU S/D,1
N630,1
OU504,1
SO-P-2106,1
C. MURO,1
ORP0O.SEOA,1
OUR-P-0000,1
A-s/n,1
SE-9016,1
SE-3302,1
CASCO URBA,1
A-0001,1
OU0504,1
OU-0552,1
CHG-BG-01,1
CAMINO01,1
SE00001,1
OU-0504,1
S.P.GAILLO,1
OU101,1
VIAL,1
CA-855,1
OU531,1
CA-612,1
OU-0706,1
CA-130,1
CA-862,1
OU-0516,1
CV-SOLARES,1
OU-0513,1
LA TEJERA,1
CA-823,1
CA-708,1
AC SONABIA,1
OU-0515,1
N611A,1
CA-307,1
OU113,1
OU-0210,1
CA-624,1
CV-072,1
OU-0752,1
SG-V-2135,1
CV-061,1
CV-077,1
CV-055,1
CV-069,1
OU-194,1
SG-V-3142,1
SG-P-7223,1
CA-363,1
CV-071,1
SG-P-5121,1
CV-060,1
CV-059,1
CV-074,1
CA-252,1
CA-273,1
OUP0000 NA,1
SO-P-4178,1
SO-P-5018,1
C.VIEJO PU,1
C MALVALOC,1
RM-C21,1
A-2709,1
CV-50LORCA,1
RAM.JUNCO,1
CAMINO DEL,1
CM.ENMEDIO,1
CMN.HONDO,1
ESC1,1
CMNO. CART,1
C.CARTAGEN,1
CAMINO CAB,1
C.BALSICAS,1
RM-D5,1
RM-B35,1
RM-A30,1
T-621,1
CAMINO HON,1
OU-0414,1
CAMINO 094,1
CAMINO 204,1
CAMINO 132,1
CAMINO 189,1
CM-4002,1
CM-5053,1
S-II,1
CAMINO 202,1
CM-4008a,1
TE-V-3004,1
TO-2816,1
TO-3423,1
CAMINO 188,1
A23,1
CRTRA HOSP,1
PISTA DE T,1
C.ESTACIÓN,1
RM-310,1
CMN REMESA,1
C. SIFON,1
TV-3145,1
NA-8716,1
EXPLANADA,1
PARAJE SOT,1
TE-V-1101,1
T-743,1
TV-7012,1
NA-8712,1
OU-0308,1
T-2-5-6,1
T-343,1
TV-2032,1
T-731,1
TV-7092,1
T-230,1
OU301,1
OU-121,1
BARRIO CAT,1
MOTORLAND,1
TE-V-1336,1
NA-6130,1
CHACÓN,1
TV,1
RM-F22 CS,1
N344,1
N340a,1
CMNO  DE C,1
PARAJE DER,1
CV-50-TOTA,1
CTRA DEL P,1
NA-2306,1
NA-6710,1
NA-6008,1
NA-4104,1
NA-4120,1
PARAJE TEJ,1
CA-684,1
OU-08700,1
CA-352,1
GC-1 ACCES,1
PP-4140,1
P-924,1
P-970,1
PP-2416,1
AS-316,1
SC-2,1
GC200,1
GC-302,1
P-923,1
LZ-202,1
ELCE GC505,1
LAJARES A,1
GC2,1
RD-1,1
GR-6,1
GC-112,1
P-213,1
PP-1102,1
TE-3,1
GC293,1
GORRIONES,1
AFV02,1
VE-1,1
COFETE,1
GC-751,1
GC20,1
N-632 A LA,1
PP-2208,1
PP-2247,1
PP-4332,1
FASA PT2,1
P-943,1
CAMINO CAL,1
PP-2404,1
P-430,1
P-934,1
PI-6,1
GC31,1
LOCAL A SA,1
AS-364,1
LA MATA,1
CL-3,1
AI-82,1
CO-1,1
CD-2,1
M-3403,1
AS-15a,1
AC-312,1
SALIDA GC-,1
OU-0904,1
S-C/OU,1
EP-2203,1
EP-0403,1
OU-603,1
EP-5106,1
L.AS VILAS,1
FR-3,1
CUETO,1
FARO,1
GC-400,1
NO-1,1
GC320,1
MO-3,1
MI-9,1
C.D.S,1
LL-3,1
AS-366,1
GC-131,1
GC-810,1
AS-367,1
LA-2,1
GR-3,1
GR-2,1
GRANDA,1
C.S:D:,1
FV-220,1
GC-604,1
TF-172,1
S.D.,1
DSA-125,1
LOCAL MERI,1
FINCA 504,1
LV-9,1
VENTOSA-AL,1
LV-3,1
LN-1,1
CTRA SANTO,1
CARBONEROS,1
C.V.S,1
AP-9 BV,1
LLN-4,1
AP-9 VB,1
PO-553,1
PO/SD,1
LLN-5,1
LOCAL CIAÑ,1
CAMIN LES,1
SI11,1
LIMES-VEGA,1
AS-34,1
TF652,1
AE-3,1
AM-1,1
TF-258,1
AS-391,1
AS-345,1
SENDA COST,1
DSA-479,1
LP-207,1
LP-107,1
TF-585,1
TF-583,1
CAM.FRÍA,1
DSA-120,1
DSA-160,1
PO/02/015.,1
EP-9509,1
PO-000,1
TRAGOVE,1
PO-801,1
PO-192,1
EP-1004,1
CVSD (FRAN,1
RI-1,1
EP-1011,1
SL-9,1
LZ-707,1
CENTEANS-P,1
SE-2,1
AE-8,1
FV-525,1
LZ-1a,1
LZ-1A,1
C.V..S.D.,1
V. SERV.,1
EP-7022,1
MATALOBOS,1
QU-7,1
N-541 ANTI,1
PO-12,1
PO532,1
LOCAL SIN,1
AS112,1
EP-1205,1
MU-1,1
EP-0306,1
EP-0303,1
EP-0304,1
AS-37,1
EP-6007,1
CV BORES-M,1
AGONES-VIL,1
EP-6004,1
PO-355,1
GI-3620,1
C. COMPTE,1
TE-V-9029,1
A-4602,1
DP-3612,1
SAMIANO,1
Cº LA SAL,1
ZA-2563,1
U-1,1
CAM RUEDA,1
PF,1
LLANTIC,1
A-1601,1
MONTEPINAR,1
S. ANTONIO,1
A-2410,1
VALDURRIOS,1
VP-035,1
ALMUNIAS,1
GC-219,1
A-3618,1
RAMAL ACCS,1
A-4111,1
CM-3263,1
CM-3168,1
AB-610,1
AB-5014,1
AB-105,1
AB-5015,1
AB-2011,1
CAMVILL,1
C/V,1
AB-606,1
CAM,1
CVMELEGRIZ,1
A-4422,1
A-4202,1
A-4208,1
AVD,1
CV-02901,1
CV-937,1
ZA-12,1
VP-3017,1
VP-3011,1
VP-7003,1
VA-714,1
CAMINORURA,1
VA-303,1
VP-1002,1
VA-931,1
VP-2002,1
VP-8000,1
VP-8906,1
CM CANAL,1
C2,1
LAS CASAS,1
CHAFARDET,1
CL-610a,1
VP-4011,1
VP-5806,1
ZA-V-2104,1
CA-05,1
C.H.M.S.,1
CAMINO1,1
ZA-P-2312,1
01 ARCILLO,1
ZA-P-2416,1
ZA-L-2697,1
BI-4449,1
ZA-P-2226,1
BI-4251,1
BI-624,1
BI-4327,1
BI-4332,1
BI-3740,1
AB-513,1
ESPARTAL,1
"C, LLACUNE",1
CV- 50. AL,1
AV-P-202,1
DEL FRAILE,1
AV-P-717,1
AV-P-710,1
CV-1.EJ,1
ALMERÍMAR,1
AL9008,1
CV-50.EJ.,1
CV-38,1
CV-18.EJ,1
A-1177,1
CV50 HO,1
AL-3103,1
CV.50,1
AL-8103,1
AV-903,1
TERESIANA,1
CARPIO,1
LOS SANTOS,1
BA-126,1
CHG-032,1
BAV-2051,1
BA-103,1
C. GATOS,1
CANAL H.,1
EX-349,1
P.FOSTERAL,1
CAMINOGRAL,1
C.AGRÍCOLA,1
ANDRINOS,1
AV-P-410,1
AV-P-627,1
EL MEDIANO,1
A-334R1,1
N-347,1
AV.UNI,1
CV50VE,1
DOS,1
LOS CURROS,1
DEL RINCÓN,1
CV-8354,1
CL-012,1
CV-7340,1
V. SENDRES,1
P. LLOMA,1
CV-787,1
C.REVOL,1
753 MARJAL,1
CAVEHORNA,1
MAZONES,1
CV-3321,1
AVDA UNIVE,1
CAMIPINETS,1
AERÓDROMO,1
C. BONALBA,1
CAMI FARO,1
F6,1
VILLENAS,1
IRIDA,1
CAM PERDIZ,1
C. BALCÓN,1
C. BALCON,1
CTR.VILLAM,1
CV-8213,1
CBLAGOON,1
GINEBRAL,1
C.LA SIERR,1
LA SIERRA,1
VILLAMARTI,1
CTRA.TUBOS,1
XARCS SECS,1
Cº REIAL,1
TF-322,1
T-720,1
TV-7411,1
SO-P-4126,1
SO-P-3001,1
SO-P-2003,1
SO-P-3170,1
SO-P-1019,1
SO-P-5026,1
SO-P-4132,1
SE-209,1
LAS FRESAS,1
SE-3401,1
A-353R1,1
PTE VERDE,1
SAN LUIS,1
SE-9028,1
C-12z,1
T-302,1
LA BOBA,1
T-723,1
VF-TE-13,1
TE-V-3001,1
A-2413,1
A-1406,1
TE-V-8002,1
PF-CUEVAS,1
CAMINO VIA,1
TV-2338,1
TV-3131,1
TV-2337,1
T-242,1
TV-7005,1
TV-2001,1
TV-3031,1
TV-3317,1
SE005,1
EL ÁLAMO,1
SE-3300,1
A-8200,1
VADA,1
CA-267,1
CICLO1,1
CA-613,1
CA-650,1
CA-403,1
CA-615,1
CA-406,1
CA-327,1
Bº EL REY,1
CA-709,1
CA-720,1
CA-302,1
CV VIAÑA,1
CA-804,1
SG-V-3143,1
CV122,1
SG-F-7272,1
SG-V-3213,1
SE-4104,1
SE-5207,1
SE-7101,1
CV-007,1
CV-003,1
LO,1
SG-114,1
CV-006,1
SG-V-7221,1
SG-V-2317,1
CV-002,1
SG-P-2130,1
SG-V-3538,1
SG-F-7271,1
TE-V-6013,1
TO-1296,1
TO-1139,1
CAMI ALTET,1
CMO FONT-O,1
RAJOLARS,1
CV-584,1
TERRERO,1
CV-5040,1
A-3 V.S.,1
A-3 VS,1
CANAL J-T,1
CAMI SUECA,1
CV-5971,1
CV-4290,1
CAMIBO,1
JUCAR-TURI,1
CV-546,1
CAMINO PI,1
OLIVA,1
XERACO,1
CMN PLA,1
PICS BORDS,1
Cº PALMAR,1
V. TERUEL,1
ALBALAT,1
CV-566,1
CARASOLES,1
C. DEL MAR,1
CV-41A,1
C. PLAYA,1
SAL. 17A,1
CAMPO TIRO,1
LA COMA,1
CV-404,1
NO NOMBRE,1
CNO 33,1
ECOPARQUE,1
Cº.  VIEJO,1
CAMINO 146,1
CAMI VEDAT,1
CAMINO 047,1
TO-1197,1
CAMINO 166,1
CAMINO 123,1
CAMINO 062,1
CAMINO 192,1
CAMINO 040,1
CAMINO 053,1
CAMINO 032,1
TO-1257,1
CAMINO 152,1
CAMINO 142,1
CAMINO 143,1
CAMINO 033,1
CAMINO 105,1
CAMINO 129,1
CAMINO 092,1
CAMINO 162,1
TO-2875,1
CMN.,1
TO-1332,1
TO-2516,1
CAMINO 017,1
CAMINO 107,1
CAMINO 186,1
CAMINO 106,1
CM-543,1
CAMINO 158,1
CAMINO 093,1
CM-4102a,1
CAMINO 075,1
CAMINO 037,1
CAMINO 099,1
BA-054,1
BA-095,1
CHG-066,1
CU-V-9013,1
CV-1604-06,1
CV-1604-49,1
CU-V-5042,1
CV-1604-9,1
CU-C11,1
CV-1601104,1
CV-1601-17,1
CU-V-3032,1
CV1601-71,1
CV-1602-40,1
CM-3117,1
CV1601-4,1
CV1601-102,1
DP-6301,1
S/D BAIÑAS,1
CU-1602-40,1
CM-2108,1
BA-147,1
CV-1603-34,1
CV-1364,1
CV-1125,1
CV-1353,1
GIV-5263,1
GIV-5043,1
GI-652a,1
GIV-5141,1
BV-5251,1
GIV-5231,1
GIV-5217,1
CU-V-3321,1
CUV-1603-0,1
CM-310a,1
CU-1602,1
CV-1604-56,1
1C.6.0159,1
CC-8401,1
DP-8201,1
CL12354,1
DP-1908,1
0 PSD,1
AC-121,1
SDN1,1
CV11111,1
LOCAL 011,1
2F,1
AC-15,1
DP-0506,1
DP0000,1
CO-7408,1
CO-4302,1
CO-8206,1
CO-5207,1
CH-46,1
DP-2204,1
RE-0001,1
DP-3102,1
PV-001,1
DP-7505,1
DP-7310,1
VILAR OUTE,1
DP-5709,1
DP-5301,1
CABRUI,1
CL,1
DP-0510,1
GOL - GOLM,1
DP-3903,1
DP-3901,1
DP-3604,1
DP-3609,1
TEIJ - MON,1
GR-0050,1
CV-1342,1
CV-1365,1
GU-907,1
CV40,1
CV38,1
N-447,1
HU-4403,1
CV50,1
GI-3751,1
GI-3701,1
GI-3672,1
GI-3571,1
GU-427,1
GU-202,1
CV-92,1
CR- 11,1
GU-209,1
GU-210,1
HU-3100,1
CV35,1
CV26,1
HU-V-8601,1
HU-V-3302,1
C22130-06,1
HU-V-9331,1
FONZ,1
HU-212,1
CHE 1420,1
CV30,1
CV36,1
CV39,1
ROCIANA,1
HU-5400,1
HV6231,1
CV33,1
CV28,1
GU-909,1
GU-151,1
GR-4302,1
CV-1362,1
CV-1085,1
CV-1335,1
GR-9101,1
GR-6102,1
CV-1103,1
CV-1340,1
CV-1367,1
CV-1334,1
GR-3312,1
A-92NR4,1
CV-1332,1
A-4026R1,1
A-92NR2,1
CV-1330,1
GR-3406,1
GR-3307,1
GR-3416,1
GR-3414,1
CV-1356,1
CV-1352,1
CV-1343,1
GR-4401,1
CV1342,1
CV-1327,1
CV-1368,1
CV-1363,1
CV-1369,1
GR-26O,1
GR-26,1
CV-1351,1
GR-41,1
CV-1311,1
CV-1341,1
CO-5400,1
CO-5311,1
CO-9011,1
CAN FURNET,1
BU-V-1004,1
BU-710,1
BU-V-9211,1
BU-V-5026,1
BV-2296,1
BV-1007,1
BV-4342,1
BV-2133,1
B-423,1
BV-5111,1
V.S.MA-15,1
TREPUCONET,1
CPR,1
EI-10,1
CVSLL,1
BU-P-8228,1
BU-P-7101,1
BU-744,1
BU-V-5022,1
BU-V-5601,1
PAM-VILLAZ,1
BU-V-5749,1
BU-V-5741,1
BU-V-6203,1
ERAS,1
BU-V-9215,1
BU-V-8205-1,1
BARRIOS,1
BU-V-5005,1
BU-V-8013,1
BU-V-5244,1
BU-V-5514,1
PF PARAJE,1
CV CAN FUR,1
GERT-LOREN,1
BU-553,1
LOS NARANJ,1
MAL PAS,1
PM-820-1,1
Ma-4011,1
CAMIVEC,1
C.MESQUIDA,1
Ma-6031,1
MA24567,1
CV CALA TO,1
Ma-4041,1
BINIFABINI,1
TORRALBA,1
BELEN,1
LA ALBUERA,1
CGH-033,1
CAM. REAL,1
LLAVANERA,1
MA-3440A,1
AEROPUERTO,1
PASEO,1
R4343,1
CV CURUNE,1
CV CALETA,1
C. TARIDA,1
CV DHORT,1
CV.COMPTE,1
SALADA,1
SA GRUTA,1
FORNAS,1
PMV8041,1
Ma-5030A,1
Ma-3230,1
Ma-3210,1
CALES DE M,1
CV- TORME,1
CC-58,1
CO-4312,1
Cº VILA RO,1
CV-65,1
CM-9313,1
CM-9420,1
CM-4129,1
CV-73,1
CM-4107a,1
CV-71,1
CV-67,1
CV-82,1
CV-68,1
CR-6302,1
Cº FONDO,1
CMNO-001,1
CV-202,1
N-225A,1
CR-7224,1
CR-4171,1
CV-39,1
C-336a,1
ALCAPARRA,1
CP-325,1
CO-4303,1
CO-7207,1
CO-6214,1
CO-6216,1
CO-6408,1
CV-61,1
CO-6206,1
CP-159,1
CO-4100,1
A-3001,1
CV-64,1
CR-200,1
CV VILARO,1
MAS VELL,1
CC-S/D,1
CAMI NIVET,1
CC-29.6,1
CC-85,1
CC-29.3,1
CC-120,1
CT-121,1
C.G Nº 9,1
C.D L MATA,1
CHT 1,1
CC-77,1
CC-18.1,1
C. RURAL,1
CC-129,1
CC-79,1
VÍA S/D,1
EX-354R,1
CC-47,1
CV 231,1
C G N º 8,1
HIJUELA PE,1
MALLOLS,1
Cº FOS PAS,1
CV-211,1
A-373a,1
CA-9121,1
CA-441,1
CMO. ERMIT,1
C.G.N 8,1
CNO.MONJAS,1
CMO OLIVAR,1
LA VEREDA,1
CNO.TORUNO,1
